date,time,A_West_Actual,B_Genesee_Actual,C_Central_Actual,D_North_Actual,E_Mohawk_Valley_Actual,F_Capital_Actual,G_Hudson_Valley_Actual,H_Millwood_Actual,I_Dunwoodie_Actual,J_NYC_Actual,K_Long_Island_Actual,A_West_Forecast,B_Genesee_Forecast,C_Central_Forecast,D_North_Forecast,E_Mohawk_Valley_Forecast,F_Capital_Forecast,G_Hudson_Valley_Forecast,H_Millwood_Forecast,I_Dunwoodie_Forecast,J_NYC_Forecast,K_Long_Island_Forecast
1/9/2005,9:00,1722,1116,1932,796,877,1270,1190,282,607,4990,2207,1745,1075,1921,759,862,1334,1165,269,636,5048,2212
1/9/2005,10:00,1744,1129,1952,795,885,1290,1224,286,625,5209,2312,1768,1095,1948,761,865,1350,1203,279,659,5253,2309
1/9/2005,11:00,1771,1155,1959,792,885,1298,1240,287,632,5357,2369,1776,1108,1960,759,857,1346,1222,283,669,5386,2368
1/9/2005,12:00,1771,1160,1967,793,874,1300,1243,283,635,5409,2382,1775,1114,1960,754,843,1334,1223,285,671,5437,2386
1/9/2005,13:00,1779,1164,1951,792,865,1290,1251,282,633,5428,2386,1773,1109,1950,751,825,1308,1221,284,669,5453,2380
1/9/2005,14:00,1777,1151,1945,781,858,1288,1253,281,632,5431,2390,1764,1100,1935,747,808,1290,1218,282,666,5449,2374
1/9/2005,15:00,1778,1164,1965,782,866,1308,1275,287,649,5517,2429,1769,1108,1950,749,815,1298,1232,287,676,5475,2407
1/9/2005,16:00,1847,1223,2056,795,926,1421,1349,316,699,5734,2624,1834,1168,2039,765,873,1381,1299,304,717,5624,2576
1/9/2005,17:00,1987,1339,2217,812,1030,1553,1460,362,769,6032,2909,1988,1287,2205,779,970,1511,1422,338,797,5936,2902
1/9/2005,18:00,2009,1322,2211,810,1022,1544,1458,371,776,6040,2923,2024,1307,2231,777,986,1521,1436,345,815,6005,2938
1/9/2005,19:00,1986,1297,2167,799,1013,1505,1430,365,762,5940,2853,2020,1294,2202,771,971,1492,1410,339,802,5949,2880
1/9/2005,20:00,1947,1257,2098,788,962,1436,1376,350,743,5834,2766,1991,1254,2134,758,930,1433,1359,328,774,5825,2787
1/9/2005,21:00,1891,1209,1992,778,879,1338,1303,319,709,5669,2606,1920,1178,2036,741,862,1341,1287,311,733,5661,2633
1/9/2005,22:00,1812,1120,1904,767,799,1220,1212,267,658,5400,2386,1829,1087,1906,722,785,1238,1196,285,671,5406,2417
1/9/2005,23:00,1705,1031,1806,756,744,1115,1117,215,596,5016,2128,1724,997,1789,712,719,1144,1099,254,600,5028,2164
1/10/2005,0:00,1635,944,1736,748,712,1044,1050,193,543,4663,1928,1611,901,1666,719,689,1069,955,217,528,4452,1835
1/10/2005,1:00,1594,920,1700,742,689,1013,1008,186,514,4452,1823,1580,871,1619,714,665,1038,916,205,501,4232,1722
1/10/2005,2:00,1582,906,1663,739,668,1005,983,186,499,4319,1772,1565,862,1593,708,652,1022,899,201,490,4102,1666
1/10/2005,3:00,1576,901,1659,736,670,1003,979,183,494,4268,1759,1561,862,1591,703,650,1021,896,198,484,4059,1652
1/10/2005,4:00,1604,925,1673,741,691,1029,993,188,501,4299,1788,1585,886,1623,708,670,1045,910,202,493,4097,1675
1/10/2005,5:00,1698,996,1769,763,753,1118,1062,215,537,4586,1917,1675,971,1751,723,738,1130,966,219,534,4367,1788
1/10/2005,6:00,1892,1178,2014,789,897,1326,1208,261,627,5178,2209,1855,1139,2009,758,872,1306,1087,254,620,4937,2056
1/10/2005,7:00,2069,1267,2155,815,986,1442,1294,288,720,5842,2462,2009,1234,2135,775,950,1412,1174,284,693,5591,2293
1/10/2005,8:00,2104,1275,2176,809,1013,1455,1326,284,753,6247,2563,2055,1260,2165,773,972,1435,1226,296,722,6034,2434
1/10/2005,9:00,2123,1268,2171,799,1033,1458,1346,281,779,6541,2634,2086,1272,2180,771,976,1441,1259,303,740,6338,2523
1/10/2005,10:00,2140,1275,2178,802,987,1461,1359,280,786,6665,2694,2108,1286,2190,770,973,1446,1287,307,750,6470,2585
1/10/2005,11:00,2146,1281,2168,801,981,1453,1355,275,784,6698,2679,2105,1284,2182,769,964,1444,1297,308,751,6530,2612
1/10/2005,12:00,2134,1291,2164,799,959,1436,1341,271,773,6698,2662,2094,1273,2165,766,945,1427,1293,307,748,6548,2614
1/10/2005,13:00,2128,1283,2168,795,965,1417,1319,262,766,6642,2620,2096,1272,2165,765,938,1417,1299,306,745,6567,2621
1/10/2005,14:00,2111,1281,2140,795,951,1403,1310,253,758,6622,2625,2079,1264,2148,762,929,1403,1304,304,743,6571,2635
1/10/2005,15:00,2094,1278,2113,799,961,1421,1314,256,760,6621,2632,2072,1265,2153,764,929,1413,1316,311,757,6618,2687
1/10/2005,16:00,2147,1321,2179,815,1012,1505,1384,285,797,6776,2779,2116,1314,2228,779,976,1489,1375,328,798,6774,2855
1/10/2005,17:00,2270,1434,2335,827,1108,1659,1512,348,875,7024,3120,2239,1421,2374,798,1058,1619,1490,361,879,6982,3179
1/10/2005,18:00,2276,1431,2334,825,1104,1660,1530,364,876,6844,3146,2254,1427,2386,798,1065,1629,1497,364,888,6762,3203
1/10/2005,19:00,2246,1399,2300,819,1078,1618,1507,356,853,6625,3064,2234,1409,2342,791,1045,1592,1475,353,860,6507,3115
1/10/2005,20:00,2194,1343,2225,806,1025,1541,1458,346,788,6411,2951,2185,1362,2262,779,998,1523,1425,338,823,6265,2984
1/10/2005,21:00,2108,1284,2113,796,947,1427,1376,308,693,6160,2756,2089,1272,2145,762,919,1416,1340,315,769,6000,2794
1/10/2005,22:00,1984,1176,1971,784,850,1284,1257,261,600,5779,2472,1949,1147,1982,743,827,1286,1219,281,686,5605,2498
1/10/2005,23:00,1851,1075,1837,775,790,1156,1137,219,516,5307,2190,1801,1033,1835,730,750,1163,1098,245,599,5077,2188
1/11/2005,0:00,1751,993,1747,768,747,1080,1057,196,461,4846,1973,1716,959,1750,749,720,1109,984,209,530,4562,1891
1/11/2005,1:00,1692,947,1687,765,717,1042,1019,187,420,4620,1871,1668,923,1697,745,694,1076,944,198,500,4296,1774
1/11/2005,2:00,1652,926,1655,763,704,1025,1005,184,428,4436,1832,1633,903,1659,738,675,1061,925,193,489,4146,1714
1/11/2005,3:00,1644,927,1656,767,703,1025,1001,181,529,4290,1803,1623,899,1652,736,673,1065,920,191,485,4089,1697
1/11/2005,4:00,1669,961,1711,753,728,1050,1011,188,516,4313,1838,1646,919,1680,742,691,1090,934,194,492,4113,1722
1/11/2005,5:00,1774,1037,1848,776,724,1137,1072,221,574,4568,1952,1733,1001,1812,758,764,1187,990,210,533,4380,1838
1/11/2005,6:00,1936,1181,2095,825,927,1344,1200,289,650,5168,2256,1916,1175,2072,794,904,1378,1125,247,627,5002,2121
1/11/2005,7:00,2102,1282,2209,846,995,1445,1286,305,736,5813,2498,2060,1266,2188,807,976,1471,1212,278,702,5679,2351
1/11/2005,8:00,2145,1295,2224,845,998,1431,1310,295,793,6236,2573,2091,1282,2202,800,990,1471,1253,288,728,6121,2474
1/11/2005,9:00,2174,1313,2256,833,1025,1426,1331,285,783,6522,2640,2113,1286,2201,796,986,1464,1276,293,742,6412,2547
1/11/2005,10:00,2202,1315,2262,823,1035,1440,1352,286,774,6658,2707,2128,1297,2207,792,977,1460,1300,296,750,6532,2597
1/11/2005,11:00,2186,1313,2247,817,1008,1447,1367,292,787,6738,2741,2124,1296,2195,787,966,1448,1306,296,750,6589,2613
1/11/2005,12:00,2177,1318,2239,794,963,1427,1361,288,786,6750,2744,2110,1286,2173,781,949,1426,1301,294,745,6594,2606
1/11/2005,13:00,2185,1325,2245,816,975,1434,1370,291,793,6786,2744,2115,1286,2171,778,945,1411,1305,294,743,6615,2610
1/11/2005,14:00,2171,1318,2225,818,953,1426,1367,290,790,6773,2747,2099,1280,2156,775,935,1393,1308,292,739,6624,2624
1/11/2005,15:00,2144,1322,2213,814,977,1438,1392,302,807,6846,2805,2091,1282,2159,779,936,1401,1322,297,753,6672,2681
1/11/2005,16:00,2191,1359,2286,826,1062,1536,1453,336,854,7045,2998,2129,1331,2229,796,984,1473,1383,314,794,6830,2847
1/11/2005,17:00,2295,1451,2414,849,1136,1673,1557,383,905,7153,3220,2248,1437,2379,814,1070,1609,1494,345,872,7025,3168
1/11/2005,18:00,2301,1437,2410,849,1124,1674,1552,389,899,6949,3208,2267,1439,2397,817,1077,1628,1496,349,883,6793,3185
1/11/2005,19:00,2255,1403,2358,844,1090,1629,1516,384,868,6718,3109,2246,1409,2355,812,1055,1599,1467,337,853,6523,3091
1/11/2005,20:00,2198,1356,2282,830,1036,1556,1464,361,833,6461,2990,2197,1360,2278,802,1010,1539,1413,322,814,6248,2953
1/11/2005,21:00,2114,1285,2165,817,955,1441,1370,327,771,6164,2800,2098,1276,2162,784,938,1435,1331,300,758,5962,2758
1/11/2005,22:00,1968,1167,1991,806,868,1295,1251,274,693,5781,2511,1954,1153,2004,764,850,1311,1210,267,675,5555,2459
1/11/2005,23:00,1826,1055,1871,791,803,1178,1140,231,623,5302,2227,1805,1039,1863,749,772,1195,1094,233,590,5037,2157
1/12/2005,0:00,1722,981,1784,781,768,1100,1058,201,570,4850,2008,1685,941,1739,737,724,1108,993,213,543,4550,1894
1/12/2005,1:00,1684,947,1744,774,746,1075,1020,187,540,4591,1900,1633,907,1682,732,699,1071,950,201,513,4283,1779
1/12/2005,2:00,1657,925,1708,765,725,1058,1005,186,524,4454,1841,1608,891,1642,725,674,1051,930,196,500,4148,1712
1/12/2005,3:00,1636,921,1695,772,707,1058,998,191,515,4384,1820,1594,886,1631,720,669,1048,925,193,494,4091,1694
1/12/2005,4:00,1657,947,1724,775,729,1078,1006,196,521,4402,1842,1613,906,1658,724,688,1069,938,196,501,4112,1714
1/12/2005,5:00,1747,1017,1841,787,800,1161,1059,219,576,4639,1950,1704,991,1790,740,761,1161,997,213,543,4381,1833
1/12/2005,6:00,1916,1166,2073,819,928,1331,1167,261,711,5175,2237,1888,1165,2053,773,901,1352,1130,249,636,4998,2113
1/12/2005,7:00,2090,1273,2221,832,1011,1446,1268,286,765,5908,2516,2036,1260,2168,788,970,1457,1218,279,713,5680,2349
1/12/2005,8:00,2116,1293,2249,831,1013,1481,1334,295,775,6326,2634,2068,1273,2176,784,980,1468,1262,290,739,6130,2477
1/12/2005,9:00,2126,1291,2248,832,1046,1506,1367,292,747,6592,2750,2087,1279,2183,782,976,1469,1290,297,756,6430,2550
1/12/2005,10:00,2141,1309,2263,824,1060,1533,1390,292,828,6701,2741,2101,1289,2188,783,973,1475,1313,300,764,6562,2601
1/12/2005,11:00,2141,1307,2248,825,1039,1541,1395,291,826,6774,2754,2097,1286,2176,782,966,1468,1320,301,768,6627,2619
1/12/2005,12:00,2143,1304,2239,799,1030,1528,1385,288,824,6778,2731,2080,1273,2157,781,949,1452,1313,299,764,6639,2611
1/12/2005,13:00,2139,1302,2238,829,1023,1513,1376,285,835,6797,2700,2080,1274,2155,779,945,1441,1317,299,762,6659,2609
1/12/2005,14:00,2104,1301,2205,820,1019,1491,1368,283,830,6793,2695,2057,1265,2143,776,937,1429,1315,298,758,6657,2614
1/12/2005,15:00,2074,1294,2180,818,1019,1493,1376,291,842,6829,2736,2047,1267,2150,778,939,1439,1326,302,771,6696,2660
1/12/2005,16:00,2117,1312,2229,824,1067,1577,1441,313,879,6953,2903,2080,1307,2215,793,980,1507,1382,317,809,6825,2811
1/12/2005,17:00,2209,1404,2328,822,1122,1680,1539,355,855,7163,3173,2195,1407,2355,808,1060,1628,1486,347,887,6999,3118
1/12/2005,18:00,2186,1398,2309,828,1111,1660,1533,366,900,6866,3144,2216,1412,2368,808,1066,1632,1491,351,896,6803,3149
1/12/2005,19:00,2154,1362,2272,823,1073,1595,1502,361,873,6628,3054,2210,1390,2327,804,1047,1595,1467,341,870,6561,3070
1/12/2005,20:00,2108,1309,2193,801,1021,1506,1461,344,851,6363,2909,2163,1342,2252,792,1002,1528,1414,325,829,6290,2937
1/12/2005,21:00,2021,1238,2090,781,925,1393,1371,314,801,6072,2712,2054,1252,2127,772,920,1414,1330,302,769,5974,2733
1/12/2005,22:00,1880,1122,1932,762,839,1256,1248,264,726,5693,2421,1907,1128,1966,750,829,1281,1212,270,688,5570,2445
1/12/2005,23:00,1750,1043,1828,753,769,1132,1132,220,649,5189,2140,1761,1013,1822,736,748,1160,1098,237,604,5062,2153
1/13/2005,0:00,1654,951,1743,746,720,1060,1047,200,579,4731,1940,1608,900,1675,745,692,1075,948,194,526,4483,1823
1/13/2005,1:00,1597,893,1664,737,677,1027,1006,197,539,4478,1840,1554,861,1610,738,664,1042,906,183,494,4214,1700
1/13/2005,2:00,1555,873,1624,726,657,1009,988,194,526,4327,1785,1536,848,1569,732,654,1029,880,179,483,4048,1639
1/13/2005,3:00,1525,867,1620,726,647,1004,982,189,520,4255,1760,1524,841,1556,727,647,1024,873,176,477,3991,1616
1/13/2005,4:00,1544,882,1637,732,658,1025,994,195,525,4265,1777,1544,861,1580,732,665,1046,885,179,485,4014,1633
1/13/2005,5:00,1636,951,1767,748,734,1111,1056,221,560,4532,1891,1635,947,1712,749,739,1138,947,196,529,4286,1746
1/13/2005,6:00,1810,1120,2013,775,887,1313,1202,269,651,5157,2180,1825,1124,1975,789,881,1327,1086,231,626,4910,2023
1/13/2005,7:00,1984,1220,2127,794,969,1426,1299,291,740,5818,2439,1973,1216,2103,802,954,1424,1177,262,707,5594,2267
1/13/2005,8:00,2003,1210,2108,783,965,1425,1325,291,771,6178,2519,2009,1234,2132,796,956,1426,1219,270,733,6061,2407
1/13/2005,9:00,2014,1220,2112,781,945,1422,1336,284,810,6426,2557,2026,1243,2148,790,947,1421,1246,276,745,6370,2489
1/13/2005,10:00,2022,1220,2119,773,958,1414,1349,269,783,6562,2585,2036,1255,2161,787,942,1417,1267,277,749,6491,2546
1/13/2005,11:00,2005,1224,2101,770,932,1401,1364,266,767,6657,2606,2028,1251,2154,782,928,1408,1269,277,750,6544,2565
1/13/2005,12:00,1973,1219,2086,761,929,1388,1347,260,773,6620,2585,2012,1240,2133,778,906,1386,1260,275,743,6544,2558
1/13/2005,13:00,1979,1222,2088,756,918,1385,1343,258,784,6616,2574,2014,1241,2138,775,895,1373,1262,272,737,6555,2558
1/13/2005,14:00,1957,1214,2066,748,911,1380,1326,256,778,6606,2576,1992,1235,2119,771,883,1356,1263,271,733,6553,2562
1/13/2005,15:00,1887,1201,2047,764,890,1385,1346,259,786,6630,2609,1979,1232,2118,772,878,1359,1270,275,744,6580,2601
1/13/2005,16:00,1869,1206,2101,773,947,1469,1407,282,819,6760,2743,2005,1265,2166,783,918,1417,1314,287,775,6690,2727
1/13/2005,17:00,2040,1323,2232,789,1037,1588,1517,328,875,6976,3018,2125,1361,2284,803,993,1537,1423,317,859,6863,3029
1/13/2005,18:00,2109,1333,2239,787,1020,1585,1517,342,869,6776,3035,2141,1364,2277,804,1006,1549,1437,322,872,6631,3059
1/13/2005,19:00,2093,1296,2191,779,988,1537,1488,336,845,6543,2945,2145,1351,2243,801,995,1527,1424,312,844,6398,2992
1/13/2005,20:00,2042,1252,2120,766,942,1459,1444,315,810,6292,2833,2103,1305,2161,789,950,1460,1373,299,807,6115,2861
1/13/2005,21:00,1978,1180,2003,756,853,1351,1356,280,754,5992,2642,1994,1215,2038,771,870,1353,1290,278,753,5803,2667
1/13/2005,22:00,1846,1080,1847,736,746,1213,1233,236,677,5588,2353,1845,1089,1874,751,780,1228,1172,248,670,5398,2380
1/13/2005,23:00,1737,971,1711,716,677,1080,1124,195,606,5120,2075,1694,971,1715,734,698,1105,1056,214,581,4888,2079
1/14/2005,0:00,1651,908,1649,709,641,993,1044,169,552,4690,1863,1631,911,1664,699,650,1040,947,194,525,4503,1816
1/14/2005,1:00,1625,889,1609,705,612,954,999,155,520,4425,1739,1580,873,1607,695,616,1005,905,182,495,4242,1702
1/14/2005,2:00,1615,879,1603,694,605,932,977,145,502,4270,1673,1564,858,1575,697,612,999,886,180,487,4092,1642
1/14/2005,3:00,1609,879,1606,699,626,924,961,141,492,4199,1653,1550,853,1565,692,607,993,880,177,480,4035,1625
1/14/2005,4:00,1630,904,1644,710,652,960,966,155,488,4208,1663,1570,870,1591,696,623,1012,890,180,486,4058,1646
1/14/2005,5:00,1705,975,1768,730,709,1051,1014,214,482,4438,1783,1655,950,1728,716,696,1108,951,195,530,4335,1770
1/14/2005,6:00,1880,1124,2028,764,844,1246,1141,209,620,5040,2076,1829,1113,1990,754,837,1296,1077,230,624,4942,2039
1/14/2005,7:00,2051,1240,2177,786,926,1386,1257,239,738,5702,2364,1975,1202,2113,766,911,1394,1161,259,703,5609,2273
1/14/2005,8:00,2106,1263,2200,781,942,1411,1296,247,757,6153,2483,2020,1231,2148,764,930,1409,1207,271,735,6055,2418
1/14/2005,9:00,2108,1271,2208,783,952,1430,1334,256,791,6481,2572,2061,1251,2170,762,934,1416,1240,278,757,6351,2510
1/14/2005,10:00,2117,1286,2223,783,963,1444,1366,269,803,6647,2650,2093,1271,2188,764,934,1424,1267,283,769,6497,2582
1/14/2005,11:00,2118,1285,2190,784,965,1445,1385,274,812,6756,2687,2101,1278,2184,762,927,1424,1281,285,775,6563,2610
1/14/2005,12:00,2126,1275,2157,782,945,1405,1386,281,814,6784,2705,2094,1269,2171,760,916,1406,1279,284,773,6573,2604
1/14/2005,13:00,2131,1270,2132,700,944,1381,1384,265,817,6768,2720,2103,1268,2169,759,912,1399,1281,283,768,6575,2599
1/14/2005,14:00,2100,1267,2148,785,943,1379,1377,254,809,6733,2721,2089,1262,2155,756,905,1382,1285,280,759,6553,2597
1/14/2005,15:00,2071,1266,2161,790,926,1406,1392,259,814,6755,2738,2075,1260,2151,757,908,1386,1291,282,767,6563,2625
1/14/2005,16:00,2053,1271,2206,800,995,1499,1439,283,835,6859,2870,2088,1281,2188,765,937,1427,1322,292,793,6633,2722
1/14/2005,17:00,2175,1364,2310,819,1045,1607,1525,333,868,6976,2942,2183,1361,2302,779,1005,1535,1411,318,865,6777,2997
1/14/2005,18:00,2217,1363,2305,822,1032,1578,1510,337,858,6736,2944,2199,1363,2302,783,1009,1546,1422,323,879,6616,3045
1/14/2005,19:00,2179,1332,2243,813,1016,1565,1481,326,838,6507,2934,2183,1346,2281,785,1000,1526,1408,315,856,6430,2990
1/14/2005,20:00,2154,1301,2195,804,988,1518,1446,316,812,6248,2840,2123,1292,2189,775,950,1449,1353,298,809,6131,2830
1/14/2005,21:00,2120,1249,2116,796,934,1445,1390,297,768,5971,2689,2020,1206,2061,750,874,1341,1268,276,749,5774,2625
1/14/2005,22:00,2013,1166,2010,782,868,1344,1303,264,713,5647,2477,1902,1107,1927,731,798,1231,1174,253,688,5425,2390
1/14/2005,23:00,1883,1103,1916,775,828,1227,1212,226,658,5287,2252,1764,1009,1802,718,717,1131,1078,227,617,5020,2149
1/15/2005,0:00,1765,1020,1849,763,785,1136,1129,206,604,4912,2059,1716,965,1778,709,729,1131,1023,220,575,4847,2020
1/15/2005,1:00,1707,985,1794,761,753,1095,1087,193,569,4669,1940,1662,925,1719,704,701,1090,977,207,541,4571,1887
1/15/2005,2:00,1673,965,1766,758,743,1069,1068,187,552,4514,1872,1630,904,1680,697,679,1075,957,200,525,4413,1817
1/15/2005,3:00,1655,954,1759,757,737,1069,1061,184,542,4436,1842,1612,895,1667,693,675,1073,949,197,517,4326,1785
1/15/2005,4:00,1648,958,1758,760,742,1071,1069,187,544,4416,1847,1617,903,1676,697,683,1082,956,198,517,4300,1787
1/15/2005,5:00,1687,990,1804,767,766,1118,1093,199,557,4470,1895,1652,937,1727,704,718,1125,986,204,533,4387,1835
1/15/2005,6:00,1744,1053,1892,781,824,1191,1144,224,584,4658,2015,1720,1013,1837,719,777,1202,1057,220,574,4625,1969
1/15/2005,7:00,1819,1121,1973,798,890,1276,1197,245,614,4842,2123,1790,1070,1936,734,831,1271,1111,235,614,4879,2095
1/15/2005,8:00,1875,1181,2073,807,945,1376,1266,266,659,5144,2297,1848,1137,2030,743,891,1351,1176,254,665,5203,2270
1/15/2005,9:00,1931,1218,2132,810,999,1447,1333,285,696,5453,2436,1908,1177,2093,750,918,1395,1220,268,699,5508,2406
1/15/2005,10:00,1961,1241,2156,807,1026,1482,1367,297,718,5682,2488,1932,1191,2107,752,915,1401,1244,273,716,5703,2475
1/15/2005,11:00,1950,1236,2138,804,993,1462,1351,288,721,5780,2522,1924,1180,2090,749,899,1382,1243,274,716,5785,2484
1/15/2005,12:00,1921,1209,2089,806,962,1415,1332,285,720,5789,2548,1902,1153,2055,743,876,1351,1224,272,709,5775,2452
1/15/2005,13:00,1900,1195,2047,809,926,1377,1321,276,716,5770,2508,1886,1130,2027,741,854,1318,1209,266,697,5736,2408
1/15/2005,14:00,1871,1177,2004,803,904,1353,1289,270,707,5729,2484,1866,1110,2003,735,837,1293,1196,263,687,5692,2374
1/15/2005,15:00,1851,1164,1989,802,903,1351,1287,270,703,5721,2493,1859,1106,2005,737,842,1297,1199,265,693,5680,2379
1/15/2005,16:00,1907,1212,2055,810,960,1423,1334,290,728,5823,2614,1898,1144,2066,749,885,1356,1246,277,724,5771,2497
1/15/2005,17:00,2051,1326,2226,831,1057,1561,1447,351,792,6129,2874,2043,1269,2225,766,984,1495,1375,310,809,6076,2851
1/15/2005,18:00,2091,1341,2257,827,1067,1555,1471,362,812,6186,2943,2083,1302,2254,765,1001,1517,1403,320,835,6130,2935
1/15/2005,19:00,2064,1312,2229,822,1042,1537,1444,351,795,6072,2861,2059,1279,2213,760,981,1495,1384,313,818,6024,2876
1/15/2005,20:00,2031,1293,2191,814,1015,1493,1423,356,771,5945,2803,2013,1235,2139,749,939,1435,1336,300,783,5827,2768
1/15/2005,21:00,1980,1232,2102,801,961,1429,1374,338,745,5772,2683,1950,1182,2059,734,891,1363,1288,286,748,5652,2647
1/15/2005,22:00,1913,1170,1999,798,905,1354,1298,298,714,5541,2502,1859,1100,1951,717,834,1282,1214,267,698,5420,2464
1/15/2005,23:00,1807,1099,1913,786,856,1261,1218,269,667,5280,2304,1747,1010,1848,707,772,1201,1129,245,640,5112,2244
1/16/2005,0:00,1702,1014,1841,779,810,1184,1148,245,615,4970,2120,1731,982,1794,734,754,1183,1044,247,600,4870,2086
1/16/2005,1:00,1644,975,1789,775,778,1140,1095,229,581,4717,1997,1679,947,1742,729,728,1140,997,234,567,4619,1950
1/16/2005,2:00,1614,955,1750,767,767,1116,1071,226,561,4539,1916,1649,926,1705,719,703,1117,974,226,548,4460,1869
1/16/2005,3:00,1600,935,1724,765,745,1110,1056,224,545,4447,1872,1632,916,1688,715,696,1109,963,223,539,4367,1831
1/16/2005,4:00,1593,928,1732,767,744,1112,1052,224,541,4400,1860,1632,917,1689,718,701,1111,966,222,538,4335,1822
1/16/2005,5:00,1605,944,1751,767,755,1137,1068,234,549,4423,1884,1648,934,1714,724,727,1135,979,228,552,4384,1851
1/16/2005,6:00,1638,978,1793,783,782,1181,1100,246,571,4518,1948,1691,979,1786,737,772,1188,1016,239,581,4515,1932
1/16/2005,7:00,1693,1033,1859,798,835,1232,1138,260,586,4612,2013,1734,1022,1855,749,812,1245,1052,248,601,4629,1995
1/16/2005,8:00,1735,1085,1943,811,903,1316,1208,285,619,4852,2154,1775,1077,1940,758,869,1326,1122,262,635,4859,2140
1/16/2005,9:00,1803,1147,2028,823,953,1386,1272,306,653,5134,2322,1817,1126,2008,766,905,1383,1188,276,668,5129,2292
1/16/2005,10:00,1839,1179,2080,819,987,1419,1319,309,686,5407,2443,1837,1146,2037,769,906,1405,1237,283,684,5355,2408
1/16/2005,11:00,1862,1187,2068,806,989,1446,1335,310,703,5606,2535,1842,1162,2051,767,900,1407,1264,286,692,5493,2481
1/16/2005,12:00,1867,1198,2091,813,957,1419,1321,303,702,5678,2560,1839,1167,2050,762,883,1400,1271,284,689,5549,2509
1/16/2005,13:00,1862,1190,2075,816,931,1392,1313,299,698,5699,2549,1834,1162,2039,759,866,1378,1272,280,681,5562,2506
1/16/2005,14:00,1851,1168,2046,809,905,1361,1307,293,693,5706,2548,1827,1154,2025,753,847,1364,1273,278,674,5553,2502
1/16/2005,15:00,1846,1182,2052,814,907,1354,1313,294,698,5718,2573,1833,1163,2041,756,854,1375,1289,280,680,5575,2535
1/16/2005,16:00,1903,1233,2132,816,966,1426,1368,312,728,5830,2719,1890,1217,2116,770,903,1445,1349,294,714,5691,2671
1/16/2005,17:00,2043,1338,2308,839,1071,1561,1494,355,793,6110,2966,2050,1342,2288,787,1008,1578,1470,334,809,6030,2985
1/16/2005,18:00,2078,1326,2309,835,1054,1556,1501,360,801,6122,2969,2097,1367,2322,788,1027,1587,1480,349,844,6147,3021
1/16/2005,19:00,2044,1293,2252,828,1027,1513,1475,352,789,6015,2890,2079,1337,2282,785,1007,1554,1449,347,840,6107,2960
1/16/2005,20:00,2001,1255,2187,822,984,1462,1435,339,770,5915,2800,2052,1300,2221,775,968,1501,1402,336,816,6005,2863
1/16/2005,21:00,1952,1195,2101,810,930,1383,1370,316,741,5763,2673,2000,1237,2133,761,909,1413,1332,322,781,5861,2696
1/16/2005,22:00,1878,1139,2015,797,862,1295,1293,290,697,5550,2489,1917,1153,2005,743,833,1304,1240,297,719,5619,2483
1/16/2005,23:00,1773,1056,1906,792,799,1204,1203,260,642,5245,2271,1810,1068,1888,734,769,1208,1141,267,646,5253,2247
1/17/2005,0:00,1699,997,1857,788,771,1130,1133,239,592,4907,2091,1741,981,1846,757,773,1150,1029,243,558,4743,1981
1/17/2005,1:00,1667,978,1830,786,757,1083,1095,227,561,4686,1993,1713,955,1805,753,752,1119,993,231,531,4528,1877
1/17/2005,2:00,1661,961,1808,785,745,1076,1077,232,545,4560,1942,1699,942,1784,746,736,1107,979,227,520,4398,1815
1/17/2005,3:00,1657,961,1805,784,756,1089,1073,233,541,4502,1926,1696,944,1785,741,736,1108,977,224,515,4350,1803
1/17/2005,4:00,1677,981,1839,789,780,1109,1080,243,543,4509,1942,1721,968,1818,746,755,1133,991,227,523,4385,1828
1/17/2005,5:00,1742,1045,1937,798,840,1175,1117,261,566,4682,2031,1806,1048,1936,762,822,1216,1039,245,561,4642,1940
1/17/2005,6:00,1871,1163,2104,821,932,1294,1212,284,611,5034,2206,1975,1205,2177,793,955,1394,1148,280,644,5197,2197
1/17/2005,7:00,1989,1237,2217,842,989,1387,1275,313,651,5401,2366,2131,1296,2303,812,1032,1505,1233,309,710,5825,2423
1/17/2005,8:00,2027,1270,2272,842,1054,1463,1327,334,696,5815,2538,2179,1325,2343,810,1063,1534,1292,324,743,6273,2575
1/17/2005,9:00,2080,1307,2306,839,1097,1520,1386,343,736,6153,2689,2213,1342,2362,810,1070,1547,1333,334,768,6603,2686
1/17/2005,10:00,2113,1323,2323,834,1106,1536,1414,340,768,6343,2782,2236,1359,2376,811,1069,1557,1366,341,784,6770,2765
1/17/2005,11:00,2127,1328,2314,829,1098,1566,1412,339,787,6462,2819,2233,1359,2366,812,1062,1555,1379,345,790,6848,2797
1/17/2005,12:00,2119,1324,2296,832,1067,1545,1405,334,786,6494,2821,2221,1350,2348,811,1044,1540,1381,344,789,6872,2802
1/17/2005,13:00,2113,1328,2284,828,1064,1513,1390,325,782,6458,2787,2224,1347,2345,810,1038,1533,1384,343,788,6890,2805
1/17/2005,14:00,2132,1330,2289,822,1043,1494,1391,319,780,6456,2770,2210,1341,2329,805,1029,1520,1389,341,785,6897,2816
1/17/2005,15:00,2170,1342,2306,834,1048,1515,1397,322,782,6489,2785,2205,1344,2334,809,1035,1533,1402,348,799,6946,2868
1/17/2005,16:00,2201,1377,2379,852,1100,1589,1451,351,816,6653,2938,2241,1385,2396,823,1073,1598,1453,363,835,7078,3007
